merchant_id,merchant_name,category,country,risk_score
M03293,United,Entertainment,UK,0.51
M03294,Netflix,Shopping,Singapore,0.81
M03295,Starbucks,Entertainment,UK,0.59
M03296,Target,Healthcare,UK,0.42
M03297,Hilton,Airlines,Australia,0.13
M03298,Target,Groceries,USA,0.53
M03299,Best Buy,Groceries,Canada,0.57
M03300,Costco,Dining,Singapore,0.16
M03301,Marriott,Dining,Australia,0.25
M03302,Best Buy,Airlines,UK,0.05
M03303,United,Shopping,Australia,0.24
M03304,Marriott,Shopping,Singapore,0.45
M03305,Costco,Healthcare,USA,0.41
M03306,Costco,Healthcare,UK,0.15
M03307,Costco,Healthcare,Australia,0.98
M03308,Shell,Shopping,Singapore,0.59
M03309,Walmart,Hotels,Canada,0.39
M03310,Delta,Dining,Canada,0.88
M03311,Hilton,Electronics,Australia,0.07
M03312,Walmart,Hotels,UK,0.3
M03313,Marriott,Shopping,Australia,0.65
M03314,United,Fuel,Canada,0.2
M03315,Costco,Groceries,Australia,0.97
M03316,Costco,Electronics,Australia,0.85
M03317,Costco,Travel,Australia,0.07
M03318,CVS,Fuel,USA,0.3
M03319,Marriott,Fuel,UK,0.7
M03320,Best Buy,Entertainment,UK,0.59
M03321,Delta,Dining,UK,0.17
M03322,Shell,Entertainment,Singapore,0.56
M03323,Amazon,Entertainment,Singapore,0.63
M03324,Target,Fuel,USA,0.95
M03325,Best Buy,Shopping,Singapore,0.27
M03326,Shell,Fuel,USA,0.25
M03327,Uber,Healthcare,USA,0.58
M03328,Hilton,Electronics,Singapore,0.93
M03329,United,Healthcare,UK,0.03
M03330,Hilton,Healthcare,Australia,0.13
M03331,Marriott,Travel,USA,0.6
M03332,Costco,Travel,Australia,0.2
M03333,Best Buy,Groceries,Canada,0.04
M03334,United,Healthcare,USA,0.18
M03335,Delta,Hotels,Singapore,0.54
M03336,Delta,Groceries,Canada,0.85
M03337,Apple,Entertainment,USA,0.24
M03338,Uber,Airlines,Canada,0.2
M03339,Walmart,Entertainment,Australia,0.22
M03340,Costco,Groceries,USA,0.85
M03341,Best Buy,Dining,Australia,0.43
M03342,Target,Dining,Singapore,0.89
M03343,Best Buy,Electronics,Australia,0.36
M03344,Best Buy,Shopping,Singapore,0.55
M03345,Netflix,Dining,Singapore,0.71
M03346,Amazon,Entertainment,Canada,0.73
M03347,Delta,Travel,UK,0.46
M03348,Marriott,Healthcare,Singapore,0.85
M03349,Delta,Hotels,Australia,0.99
M03350,Marriott,Entertainment,Canada,0.24
M03351,Shell,Entertainment,Singapore,0.45
M03352,Netflix,Electronics,Canada,0.74
M03353,Netflix,Travel,Canada,0.44
M03354,Best Buy,Hotels,USA,0.96
M03355,Walmart,Healthcare,Singapore,0.64
M03356,Uber,Fuel,Singapore,0.34
M03357,Best Buy,Shopping,Canada,0.37
M03358,Netflix,Hotels,Canada,0.83
M03359,United,Electronics,USA,0.09
M03360,Starbucks,Travel,Canada,0.64
M03361,Starbucks,Fuel,Singapore,0.64
M03362,Starbucks,Travel,Singapore,0.85
M03363,Hilton,Dining,Singapore,0.01
M03364,Amazon,Fuel,Canada,0.12
M03365,United,Entertainment,USA,0.91
M03366,Amazon,Shopping,USA,0.32
M03367,Amazon,Healthcare,Singapore,0.78
M03368,Amazon,Shopping,Australia,0.43
M03369,Starbucks,Shopping,Singapore,0.73
M03370,Hilton,Healthcare,Singapore,0.15
M03371,Target,Groceries,Australia,0.2
M03372,Uber,Entertainment,USA,0.63
M03373,United,Airlines,Singapore,0.04
M03374,Apple,Airlines,Singapore,0.99
M03375,Delta,Electronics,UK,0.79
M03376,Amazon,Travel,USA,0.94
M03377,United,Shopping,Singapore,0.3
M03378,Shell,Groceries,Canada,0.36
M03379,Marriott,Travel,Australia,0.88
M03380,CVS,Airlines,Australia,0.15
M03381,Costco,Airlines,Singapore,0.28
M03382,Apple,Fuel,UK,0.35
M03383,Apple,Dining,Australia,0.41
M03384,Walmart,Travel,UK,0.57
M03385,Shell,Dining,Singapore,0.83
M03386,Best Buy,Dining,UK,0.47
M03387,Costco,Healthcare,USA,0.09
M03388,Costco,Travel,UK,0.55
M03389,Delta,Groceries,UK,0.39
M03390,Netflix,Groceries,USA,0.89
M03391,Delta,Groceries,Canada,0.23
M03392,Costco,Fuel,Canada,0.68
M03393,Starbucks,Groceries,UK,0.41
M03394,Delta,Shopping,Canada,0.32
M03395,Walmart,Groceries,UK,0.14
M03396,CVS,Electronics,USA,0.18
M03397,Walmart,Electronics,Singapore,0.97
M03398,Delta,Fuel,USA,0.35
M03399,Delta,Dining,Singapore,0.59
M03400,Target,Airlines,Canada,0.62
M03401,Best Buy,Travel,Canada,0.63
M03402,Amazon,Entertainment,Singapore,0.06
M03403,Marriott,Entertainment,Canada,0.82
M03404,Delta,Dining,USA,0.91
M03405,Marriott,Dining,Australia,0.36
M03406,CVS,Airlines,USA,0.89
M03407,Costco,Dining,UK,0.34
M03408,Marriott,Travel,UK,0.26
M03409,Netflix,Electronics,Canada,0.3
M03410,Target,Fuel,Canada,0.67
M03411,Apple,Healthcare,UK,0.09
M03412,Marriott,Groceries,Australia,0.08
M03413,CVS,Entertainment,USA,0.66
M03414,Apple,Travel,Canada,0.76
M03415,Starbucks,Entertainment,Canada,0.93
M03416,Hilton,Fuel,UK,0.21
M03417,Amazon,Entertainment,Canada,0.05
M03418,Marriott,Fuel,Canada,0.0
M03419,CVS,Electronics,UK,0.9
M03420,Netflix,Healthcare,UK,0.46
M03421,Amazon,Healthcare,Australia,0.9
M03422,Walmart,Airlines,Canada,0.68
M03423,Amazon,Shopping,Singapore,0.76
M03424,Costco,Shopping,USA,0.66
M03425,Walmart,Electronics,Singapore,0.82
M03426,CVS,Dining,Australia,0.6
M03427,Hilton,Healthcare,Canada,0.91
M03428,Apple,Shopping,Singapore,0.97
M03429,Starbucks,Travel,USA,0.97
M03430,CVS,Shopping,UK,0.29
M03431,Costco,Entertainment,Canada,0.6
M03432,Apple,Airlines,UK,0.27
M03433,Apple,Electronics,Australia,0.03
M03434,United,Travel,Canada,0.1
M03435,Uber,Electronics,Australia,0.87
M03436,United,Fuel,Australia,0.28
M03437,Apple,Entertainment,USA,0.16
M03438,Starbucks,Groceries,Singapore,0.88
M03439,Target,Dining,UK,0.41
M03440,CVS,Dining,Australia,0.38
M03441,Starbucks,Airlines,USA,0.15
M03442,Amazon,Dining,UK,0.19
M03443,Walmart,Airlines,USA,0.25
M03444,Walmart,Shopping,UK,0.12
M03445,Marriott,Airlines,Australia,0.24
M03446,Starbucks,Dining,Singapore,0.95
M03447,Best Buy,Fuel,Singapore,0.59
M03448,Uber,Entertainment,USA,0.57
M03449,Walmart,Electronics,UK,0.71
M03450,Target,Electronics,Australia,0.78
M03451,Walmart,Entertainment,Canada,0.13
M03452,Walmart,Airlines,Canada,0.34
M03453,Costco,Airlines,USA,0.51
M03454,Uber,Shopping,USA,0.94
M03455,Starbucks,Groceries,Canada,0.91
M03456,Target,Shopping,Singapore,0.37
M03457,Amazon,Shopping,UK,0.68
M03458,CVS,Groceries,UK,0.72
M03459,Costco,Dining,Singapore,0.87
M03460,Shell,Dining,USA,0.39
M03461,Marriott,Dining,Canada,0.06
M03462,Amazon,Dining,Singapore,0.67
M03463,Apple,Entertainment,UK,0.92
M03464,Best Buy,Healthcare,Singapore,0.45
M03465,Amazon,Electronics,UK,0.8
M03466,CVS,Travel,UK,0.04
M03467,Amazon,Airlines,UK,0.43
M03468,Uber,Groceries,Canada,0.19
M03469,United,Fuel,Singapore,0.79
M03470,Costco,Groceries,USA,0.73
M03471,Walmart,Entertainment,Singapore,0.32
M03472,Costco,Airlines,USA,0.84
M03473,Marriott,Groceries,USA,0.62
M03474,Best Buy,Groceries,UK,0.72
M03475,Shell,Groceries,Canada,0.12
M03476,Marriott,Shopping,Canada,0.46
M03477,Costco,Shopping,UK,0.54
M03478,Costco,Travel,Australia,0.71
M03479,Marriott,Dining,Singapore,0.29
M03480,Uber,Shopping,Singapore,0.4
M03481,Walmart,Hotels,USA,0.58
M03482,United,Shopping,Canada,0.72
M03483,Apple,Hotels,USA,0.9
M03484,Costco,Fuel,Singapore,0.33
M03485,Target,Dining,Australia,0.65
M03486,Netflix,Airlines,UK,0.97
M03487,Starbucks,Shopping,UK,0.52
M03488,CVS,Fuel,Singapore,0.98
M03489,Starbucks,Groceries,UK,0.22
M03490,Starbucks,Electronics,USA,0.83
M03491,Delta,Entertainment,Singapore,0.13
M03492,Walmart,Dining,UK,0.62
M03493,Hilton,Travel,Singapore,0.55
M03494,Uber,Fuel,USA,0.09
M03495,Delta,Shopping,Canada,0.69
M03496,Shell,Travel,USA,0.15
M03497,Starbucks,Shopping,UK,0.69
M03498,Delta,Hotels,USA,0.32
M03499,Delta,Dining,USA,0.27
M03500,United,Shopping,Singapore,0.44
M03501,Marriott,Electronics,Australia,0.47
M03502,Amazon,Electronics,USA,0.44
M03503,United,Airlines,Australia,0.61
M03504,Apple,Fuel,Australia,0.77
M03505,Amazon,Groceries,Australia,0.35
M03506,Netflix,Electronics,Australia,0.04
M03507,Netflix,Shopping,Canada,0.89
M03508,Starbucks,Entertainment,Australia,0.32
M03509,United,Groceries,USA,0.15
M03510,Costco,Hotels,UK,0.05
M03511,CVS,Healthcare,UK,0.4
M03512,Costco,Travel,Singapore,0.16
M03513,Apple,Travel,USA,0.24
M03514,Marriott,Entertainment,UK,0.23
M03515,Walmart,Dining,USA,0.33
M03516,Shell,Shopping,UK,0.74
M03517,Target,Healthcare,UK,0.76
M03518,Target,Healthcare,USA,0.42
M03519,Uber,Electronics,UK,0.88
M03520,Apple,Fuel,Canada,0.77
M03521,Netflix,Hotels,Singapore,0.04
M03522,Shell,Groceries,Australia,0.83
M03523,Marriott,Shopping,Canada,0.63
M03524,Hilton,Airlines,UK,0.9
M03525,Costco,Travel,USA,0.29
M03526,United,Entertainment,Australia,0.52
M03527,Walmart,Groceries,UK,0.26
M03528,United,Groceries,Singapore,0.8
M03529,Shell,Electronics,USA,0.33
M03530,Best Buy,Shopping,Singapore,0.35
M03531,Marriott,Electronics,Australia,0.02
M03532,Delta,Airlines,Australia,0.83
M03533,Hilton,Hotels,Australia,0.98
M03534,Walmart,Electronics,UK,0.35
M03535,Target,Airlines,USA,0.35
M03536,CVS,Electronics,Singapore,0.32
M03537,Uber,Entertainment,USA,0.19
M03538,Netflix,Fuel,Australia,0.59
M03539,Marriott,Shopping,USA,0.57
M03540,Amazon,Airlines,Singapore,0.58
M03541,Best Buy,Entertainment,USA,0.31
M03542,Walmart,Hotels,USA,0.26
M03543,Target,Fuel,Canada,0.7
M03544,Starbucks,Groceries,Australia,0.97
M03545,Delta,Dining,Singapore,0.48
M03546,Netflix,Travel,UK,0.15
M03547,Netflix,Travel,Canada,0.34
M03548,Shell,Hotels,Australia,0.05
M03549,Uber,Dining,Canada,0.89
M03550,Shell,Dining,UK,0.99
M03551,Marriott,Fuel,Singapore,0.91
M03552,CVS,Airlines,UK,0.29
M03553,United,Travel,Canada,0.0
M03554,Marriott,Groceries,USA,0.19
M03555,Hilton,Healthcare,Canada,0.57
M03556,Uber,Entertainment,Australia,0.55
M03557,Netflix,Dining,UK,0.76
M03558,Delta,Airlines,USA,0.85
M03559,United,Groceries,UK,0.99
M03560,Costco,Travel,USA,0.63
M03561,Best Buy,Healthcare,Canada,0.97
M03562,Amazon,Hotels,Australia,0.32
M03563,Shell,Groceries,USA,0.44
M03564,Walmart,Airlines,USA,0.04
M03565,Apple,Shopping,Canada,0.58
M03566,Best Buy,Shopping,Singapore,0.7
M03567,Target,Travel,UK,0.94
M03568,Amazon,Travel,Australia,0.98
M03569,Uber,Entertainment,USA,0.4
M03570,Walmart,Shopping,UK,0.49
M03571,Target,Travel,Canada,0.38
M03572,Target,Shopping,Singapore,0.76
M03573,Shell,Healthcare,USA,0.87
M03574,United,Travel,Australia,0.25
M03575,Apple,Shopping,USA,0.02
M03576,Amazon,Dining,Australia,0.61
M03577,Uber,Entertainment,Singapore,0.7
M03578,Delta,Dining,UK,0.04
M03579,Delta,Healthcare,Singapore,0.09
M03580,Target,Groceries,Singapore,0.91
M03581,Target,Fuel,Canada,0.64
M03582,Apple,Travel,Australia,0.36
M03583,United,Fuel,USA,0.21
M03584,CVS,Electronics,Canada,0.16
M03585,Hilton,Entertainment,Australia,0.85
M03586,Costco,Shopping,UK,0.19
M03587,Amazon,Healthcare,USA,0.97
M03588,Costco,Travel,USA,0.83
M03589,Starbucks,Healthcare,Singapore,0.78
M03590,CVS,Electronics,Australia,0.82
M03591,Marriott,Shopping,Australia,0.0
M03592,CVS,Dining,Australia,0.06
M03593,Amazon,Fuel,Singapore,0.76
M03594,United,Shopping,Canada,0.29
M03595,Walmart,Travel,Australia,0.36
M03596,Marriott,Hotels,USA,0.84
M03597,Uber,Healthcare,Canada,0.5
M03598,United,Fuel,Canada,0.24
M03599,Amazon,Electronics,Australia,0.61
M03600,CVS,Groceries,USA,0.34
M03601,Delta,Travel,Canada,0.7
M03602,Hilton,Airlines,Singapore,0.26
M03603,Marriott,Shopping,UK,0.72
M03604,Hilton,Healthcare,Australia,0.75
M03605,Shell,Travel,UK,0.14
M03606,Amazon,Groceries,Singapore,0.61
M03607,Amazon,Groceries,UK,0.34
M03608,Walmart,Airlines,USA,0.45
M03609,Starbucks,Dining,UK,0.9
M03610,Marriott,Dining,Australia,0.25
M03611,Costco,Dining,UK,0.25
M03612,CVS,Hotels,Canada,0.98
M03613,Best Buy,Entertainment,USA,0.78
M03614,Walmart,Travel,Canada,0.42
M03615,Apple,Hotels,USA,0.4
M03616,Shell,Groceries,USA,0.04
M03617,United,Groceries,Singapore,0.46
M03618,Uber,Fuel,Canada,0.93
M03619,United,Hotels,Canada,0.2
M03620,Target,Healthcare,USA,0.58
M03621,Best Buy,Electronics,Singapore,0.57
M03622,Netflix,Travel,Canada,0.56
M03623,Hilton,Groceries,UK,0.15
M03624,United,Fuel,Australia,0.87
M03625,Netflix,Entertainment,Canada,0.21
M03626,Hilton,Fuel,Singapore,0.76
M03627,Amazon,Hotels,Canada,0.54
M03628,Netflix,Hotels,USA,0.26
M03629,United,Healthcare,Singapore,0.08
M03630,Best Buy,Airlines,Singapore,0.07
M03631,CVS,Entertainment,Singapore,0.91
M03632,Starbucks,Electronics,Australia,0.32
M03633,CVS,Travel,UK,0.56
M03634,CVS,Entertainment,USA,0.91
M03635,Netflix,Groceries,Canada,0.72
M03636,Uber,Dining,UK,0.94
M03637,Uber,Shopping,UK,0.43
M03638,Hilton,Dining,USA,0.44
M03639,Best Buy,Entertainment,Singapore,0.05
M03640,Apple,Electronics,UK,0.04
M03641,Netflix,Electronics,UK,0.16
M03642,Target,Travel,Canada,0.31
M03643,Marriott,Groceries,Canada,0.85
M03644,Netflix,Healthcare,Australia,0.37
M03645,Target,Airlines,Australia,0.18
M03646,Delta,Airlines,USA,0.64
M03647,Uber,Fuel,USA,0.75
M03648,Netflix,Airlines,USA,0.12
M03649,Walmart,Hotels,Australia,0.53
M03650,Target,Airlines,Australia,0.49
M03651,United,Travel,Australia,0.72
M03652,CVS,Healthcare,USA,0.95
M03653,CVS,Groceries,USA,0.26
M03654,Target,Fuel,Canada,0.79
M03655,Best Buy,Travel,Australia,0.59
M03656,Apple,Fuel,Singapore,0.46
M03657,Uber,Dining,Singapore,0.13
M03658,Target,Electronics,Singapore,0.95
M03659,Netflix,Entertainment,Canada,0.57
M03660,Apple,Fuel,Singapore,0.58
M03661,Walmart,Shopping,Canada,0.91
M03662,Uber,Shopping,Canada,0.44
M03663,CVS,Airlines,USA,0.04
M03664,Starbucks,Travel,UK,0.84
M03665,United,Shopping,Singapore,0.23
M03666,Uber,Entertainment,UK,0.22
M03667,Apple,Hotels,Australia,0.81
M03668,Marriott,Fuel,Canada,0.54
M03669,Hilton,Entertainment,USA,0.99
M03670,United,Entertainment,Canada,0.32
M03671,Uber,Airlines,USA,0.38
M03672,Shell,Healthcare,UK,0.9
M03673,Amazon,Shopping,Australia,0.56
M03674,Marriott,Groceries,USA,0.94
M03675,Shell,Hotels,Canada,0.67
M03676,Target,Airlines,USA,0.56
M03677,Amazon,Fuel,Australia,0.67
M03678,Apple,Shopping,Australia,0.47
M03679,Amazon,Shopping,Australia,0.71
M03680,Hilton,Shopping,Australia,0.85
M03681,Apple,Dining,USA,0.24
M03682,Uber,Entertainment,Singapore,0.02
M03683,CVS,Groceries,UK,0.77
M03684,Starbucks,Entertainment,Australia,0.66
M03685,Hilton,Healthcare,Australia,0.31
M03686,United,Healthcare,Australia,0.23
M03687,Walmart,Healthcare,Canada,0.73
M03688,United,Dining,Canada,0.81
M03689,CVS,Travel,Singapore,0.1
M03690,Target,Dining,USA,0.2
M03691,Starbucks,Groceries,Singapore,0.96
M03692,Netflix,Healthcare,Australia,0.8
M03693,Best Buy,Entertainment,Australia,0.1
M03694,Shell,Travel,UK,0.47
M03695,Hilton,Airlines,Canada,0.36
M03696,Delta,Healthcare,UK,0.72
M03697,Walmart,Healthcare,USA,0.75
M03698,Best Buy,Entertainment,UK,0.1
M03699,Marriott,Fuel,Canada,0.63
M03700,Marriott,Healthcare,UK,0.88
M03701,Netflix,Electronics,Australia,0.04
M03702,Netflix,Dining,Canada,0.07
M03703,Target,Hotels,Singapore,0.36
M03704,Walmart,Electronics,UK,0.15
M03705,Walmart,Entertainment,Singapore,0.17
M03706,Target,Healthcare,USA,0.84
M03707,Walmart,Entertainment,UK,0.24
M03708,Apple,Fuel,UK,0.02
M03709,Hilton,Healthcare,Australia,0.39
M03710,CVS,Travel,Canada,0.26
M03711,Best Buy,Shopping,Australia,0.45
M03712,Costco,Airlines,Australia,0.01
M03713,Target,Healthcare,USA,0.54
M03714,Best Buy,Entertainment,Australia,0.52
M03715,Best Buy,Dining,Australia,0.69
M03716,Costco,Airlines,Australia,0.78
M03717,Apple,Airlines,Canada,0.89
M03718,Best Buy,Dining,USA,0.04
M03719,Netflix,Airlines,USA,0.22
M03720,Netflix,Groceries,Singapore,0.91
M03721,Costco,Groceries,Australia,0.39
M03722,Marriott,Airlines,Australia,0.8
M03723,Marriott,Healthcare,Canada,0.71
M03724,Target,Electronics,Canada,0.32
M03725,CVS,Groceries,Canada,0.68
M03726,United,Entertainment,Australia,0.75
M03727,Uber,Shopping,UK,0.47
M03728,Netflix,Fuel,USA,0.2
M03729,Costco,Shopping,UK,0.72
M03730,CVS,Shopping,Canada,0.04
M03731,Shell,Travel,Singapore,0.73
M03732,Best Buy,Shopping,Australia,0.32
M03733,Amazon,Healthcare,Canada,0.2
M03734,Delta,Hotels,Australia,0.16
M03735,Walmart,Groceries,Singapore,0.49
M03736,Best Buy,Shopping,Canada,0.07
M03737,Netflix,Travel,Australia,0.96
M03738,Best Buy,Dining,UK,0.43
M03739,Netflix,Shopping,Australia,0.99
M03740,CVS,Dining,Canada,0.23
M03741,Best Buy,Electronics,Australia,0.33
M03742,CVS,Shopping,UK,0.27
M03743,Hilton,Dining,Canada,0.94
M03744,Target,Fuel,UK,0.5
M03745,Uber,Dining,Singapore,0.59
M03746,Netflix,Entertainment,UK,0.99
M03747,Shell,Electronics,Canada,0.68
M03748,Marriott,Travel,Australia,0.06
M03749,Best Buy,Fuel,Australia,0.51
M03750,Delta,Fuel,UK,0.33
M03751,Delta,Fuel,Australia,0.83
M03752,Amazon,Shopping,Australia,0.42
M03753,CVS,Electronics,USA,0.97
M03754,Netflix,Electronics,Australia,0.59
M03755,Target,Dining,UK,0.63
M03756,Hilton,Entertainment,Australia,0.1
M03757,Walmart,Hotels,UK,0.4
M03758,CVS,Airlines,Canada,0.19
M03759,Marriott,Healthcare,Singapore,0.63
M03760,Netflix,Healthcare,USA,0.5
M03761,Delta,Fuel,USA,0.42
M03762,Uber,Hotels,Singapore,0.13
M03763,United,Electronics,Australia,0.83
M03764,Target,Entertainment,Canada,0.26
M03765,United,Shopping,Singapore,0.65
M03766,Walmart,Fuel,Australia,0.04
M03767,Starbucks,Groceries,Singapore,0.31
M03768,Costco,Shopping,Australia,0.34
M03769,Walmart,Fuel,Australia,0.85
M03770,Netflix,Entertainment,UK,0.91
M03771,Hilton,Healthcare,Canada,0.95
M03772,Netflix,Entertainment,Singapore,0.41
M03773,Costco,Travel,Canada,0.06
M03774,Hilton,Groceries,Canada,0.56
M03775,Starbucks,Shopping,Singapore,0.72
M03776,CVS,Fuel,USA,0.3
M03777,Uber,Dining,USA,0.14
M03778,Delta,Travel,Canada,0.42
M03779,Walmart,Healthcare,Canada,0.22
M03780,United,Fuel,USA,0.38
M03781,Best Buy,Electronics,USA,0.74
M03782,Best Buy,Dining,Singapore,0.44
M03783,Amazon,Groceries,UK,0.6
M03784,Best Buy,Dining,Canada,0.12
M03785,United,Shopping,Canada,0.87
M03786,Best Buy,Healthcare,Singapore,0.3
M03787,Apple,Airlines,Australia,0.17
M03788,Uber,Airlines,Singapore,0.33
M03789,Apple,Airlines,Singapore,0.88
M03790,Marriott,Electronics,USA,0.57
M03791,Shell,Dining,USA,0.14
M03792,Costco,Entertainment,UK,0.72
M03793,Target,Airlines,UK,0.18
M03794,Amazon,Electronics,Singapore,0.58
M03795,CVS,Groceries,Singapore,0.49
M03796,Walmart,Entertainment,Australia,0.0
M03797,Shell,Dining,USA,0.5
M03798,Shell,Healthcare,USA,0.28
M03799,Apple,Hotels,Singapore,0.96
M03800,Netflix,Dining,Canada,0.62
M03801,Apple,Healthcare,Australia,0.49
M03802,Target,Hotels,Australia,0.24
M03803,Target,Electronics,Australia,0.76
M03804,Walmart,Shopping,Australia,0.97
M03805,Marriott,Dining,USA,0.27
M03806,Uber,Hotels,Australia,0.93
M03807,Target,Dining,UK,0.83
M03808,Starbucks,Healthcare,USA,0.44
M03809,Amazon,Healthcare,Australia,0.28
M03810,Apple,Airlines,Canada,0.22
M03811,Starbucks,Entertainment,Singapore,0.24
M03812,Marriott,Healthcare,UK,0.74
M03813,Hilton,Airlines,Australia,0.26
M03814,Starbucks,Fuel,Australia,0.84
M03815,Hilton,Groceries,Canada,0.24
M03816,Marriott,Airlines,Singapore,0.69
M03817,Netflix,Airlines,USA,0.36
M03818,Marriott,Healthcare,UK,0.04
M03819,Shell,Airlines,UK,0.29
M03820,Best Buy,Airlines,Singapore,0.59
M03821,Delta,Shopping,Canada,0.58
M03822,Marriott,Fuel,Singapore,0.46
M03823,Shell,Groceries,Singapore,0.02
M03824,Delta,Entertainment,USA,0.05
M03825,Best Buy,Fuel,UK,0.55
M03826,Amazon,Groceries,Australia,0.49
M03827,CVS,Travel,USA,0.89
M03828,Amazon,Dining,Singapore,0.23
M03829,Costco,Healthcare,Singapore,0.55
M03830,Target,Airlines,UK,0.75
M03831,Starbucks,Electronics,USA,0.92
M03832,Hilton,Healthcare,USA,0.75
M03833,Apple,Groceries,Canada,0.64
M03834,United,Dining,UK,0.55
M03835,CVS,Electronics,USA,0.95
M03836,Apple,Hotels,Singapore,0.22
M03837,Target,Dining,Australia,0.33
M03838,Best Buy,Entertainment,USA,0.62
M03839,Walmart,Healthcare,Canada,0.11
M03840,Amazon,Hotels,Singapore,0.6
M03841,Apple,Travel,UK,0.51
M03842,Uber,Fuel,USA,0.4
M03843,Costco,Fuel,Australia,0.51
M03844,Delta,Dining,Canada,0.5
M03845,Costco,Entertainment,UK,0.57
M03846,Delta,Healthcare,UK,0.71
M03847,Walmart,Dining,Australia,0.72
M03848,Delta,Airlines,Australia,0.54
M03849,Apple,Travel,UK,0.25
M03850,United,Healthcare,Singapore,0.14
M03851,Best Buy,Electronics,Singapore,0.03
M03852,Netflix,Hotels,Australia,1.0
M03853,CVS,Entertainment,USA,0.22
M03854,Walmart,Entertainment,USA,0.19
M03855,Uber,Healthcare,Singapore,0.52
M03856,Starbucks,Fuel,UK,0.1
M03857,Starbucks,Hotels,Canada,0.31
M03858,Target,Fuel,Canada,0.56
M03859,Amazon,Groceries,USA,0.52
M03860,Marriott,Electronics,Singapore,0.36
M03861,Marriott,Hotels,Canada,0.13
M03862,Marriott,Dining,Australia,0.33
M03863,Starbucks,Shopping,USA,0.43
M03864,Walmart,Airlines,USA,0.54
M03865,Netflix,Shopping,Canada,0.78
M03866,Uber,Entertainment,UK,0.69
M03867,Netflix,Shopping,Singapore,0.95
M03868,Shell,Healthcare,Singapore,0.38
M03869,Amazon,Entertainment,Singapore,0.87
M03870,Delta,Hotels,UK,0.2
M03871,CVS,Travel,UK,0.87
M03872,Target,Entertainment,Australia,0.78
M03873,Hilton,Groceries,Canada,0.04
M03874,CVS,Groceries,UK,0.32
M03875,Costco,Entertainment,Canada,0.18
M03876,Netflix,Entertainment,USA,0.57
M03877,Delta,Airlines,UK,0.29
M03878,Uber,Travel,Singapore,0.28
M03879,Hilton,Groceries,USA,0.1
M03880,Amazon,Electronics,USA,0.52
M03881,Starbucks,Entertainment,Singapore,0.15
M03882,Starbucks,Travel,USA,0.53
M03883,Netflix,Dining,Australia,0.82
M03884,Shell,Travel,USA,0.73
M03885,Costco,Electronics,USA,0.19
M03886,Shell,Electronics,Singapore,0.93
M03887,Delta,Electronics,Canada,0.56
M03888,Starbucks,Groceries,Australia,0.43
M03889,Amazon,Electronics,USA,0.6
M03890,Best Buy,Hotels,Canada,0.92
M03891,Delta,Fuel,UK,0.28
M03892,Delta,Healthcare,Canada,0.44
M03893,Costco,Airlines,Canada,0.87
M03894,Netflix,Healthcare,Canada,0.52
M03895,Marriott,Hotels,Canada,0.46
M03896,Netflix,Fuel,Australia,0.2
M03897,Netflix,Travel,Singapore,0.66
M03898,Amazon,Healthcare,Singapore,0.17
M03899,Marriott,Shopping,Australia,0.93
M03900,Shell,Dining,USA,0.71
M03901,Uber,Healthcare,UK,0.21
M03902,Starbucks,Shopping,Canada,0.71
M03903,Apple,Electronics,Australia,0.39
M03904,Best Buy,Travel,Singapore,0.78
M03905,CVS,Entertainment,USA,0.98
M03906,CVS,Hotels,UK,0.4
M03907,Starbucks,Airlines,Australia,0.12
M03908,Amazon,Airlines,Singapore,0.85
M03909,Costco,Airlines,Australia,0.4
M03910,Netflix,Electronics,UK,0.04
M03911,Netflix,Airlines,Australia,0.68
M03912,Target,Healthcare,USA,0.39
M03913,Shell,Travel,Canada,0.11
M03914,Starbucks,Fuel,USA,0.19
M03915,Walmart,Groceries,USA,0.33
M03916,Walmart,Shopping,Singapore,0.27
M03917,Hilton,Travel,Canada,0.97
M03918,United,Groceries,Australia,0.84
M03919,CVS,Travel,Canada,0.96
M03920,CVS,Hotels,UK,0.44
M03921,Costco,Dining,UK,0.6
M03922,Costco,Dining,Australia,0.88
M03923,United,Travel,USA,0.48
M03924,Starbucks,Airlines,USA,0.21
M03925,Apple,Electronics,USA,0.25
M03926,Starbucks,Electronics,UK,0.58
M03927,Marriott,Groceries,Australia,0.92
M03928,Shell,Electronics,USA,0.07
M03929,Delta,Groceries,Australia,0.96
M03930,CVS,Fuel,Singapore,0.44
M03931,Marriott,Groceries,Canada,0.56
M03932,Starbucks,Healthcare,Australia,0.5
M03933,Amazon,Fuel,Singapore,0.67
M03934,CVS,Hotels,UK,0.11
M03935,Starbucks,Groceries,USA,0.34
M03936,Amazon,Entertainment,Canada,0.81
M03937,Starbucks,Entertainment,Singapore,0.17
M03938,Netflix,Healthcare,UK,0.59
M03939,Apple,Healthcare,Canada,0.12
M03940,Starbucks,Dining,Canada,0.88
M03941,Walmart,Electronics,Australia,0.23
M03942,Costco,Travel,Singapore,0.33
M03943,Delta,Travel,USA,0.83
M03944,Apple,Dining,Australia,0.84
M03945,Best Buy,Airlines,USA,0.63
M03946,Hilton,Hotels,Canada,0.67
M03947,Starbucks,Travel,UK,0.7
M03948,Starbucks,Dining,Australia,0.34
M03949,Best Buy,Fuel,Canada,0.42
M03950,Walmart,Electronics,UK,0.84
